Jake Sullivan,55
Huma Abedin,44
Cheryl Mills,35
Sidney Blumenthal,15
Anne-Marie Slaughter,12
Lauren Jiloty,10
Philippe Reines,9
Richard Verma,8
Lona Valmoro,8
Monica Hanley,7
Betsy Ebeling,4
Cherie Blair,4
Judith McHale,4
Melanne Verveer,2
Strobe Talbott,2
Robert Russo,2
Jacob Lew,2
Tsakina Elbegdori,1
Maura Pally,1
Michael Fuchs,1
Reines Philippe,1
Voda Ebeling,1
Harold Hongju Koh,1
